# lat [m]   lon [m]   Z [m]
43.4345963315     94.0132581223     2145.18095671
43.441883627     94.0060131084     2266.25996971
43.4491690377     93.9987666026     2244.78554971
43.4564540409     93.9915183108     2225.25837042
43.4637386591     93.9842682515     2212.79990498
43.4710231067     93.9770166363     2259.85421267
43.4783066393     93.9697629171     2207.91322045
43.4855899144     93.9625075794     2197.38893376
43.4928727712     93.9552506469     2211.65802079
43.500155126     93.9479917112     2190.24524968
43.5074369827     93.9407315927     2234.83886694
43.5147183696     93.9334693662     2235.04842305
43.5219992511     93.9262055078     2245.26434744
43.529279526     93.9189402356     2280.07644668
43.5365594962     93.9116727016     2272.13588471
43.5438387657     93.904403939     2300.30032366
43.5511170084     93.8971344772     2389.8159663
43.5583950427     93.8898625885     2428.41357402
43.5656727013     93.8825887074     2449.23705446
43.5729494436     93.875313799     2504.85399108
43.580225374     93.8680376141     2577.49600936
43.4366027822     93.9960148802     2179.33630938
43.4438881765     93.9887677781     2217.87231312
43.4657411866     93.9670167243     2366.39045748
43.4730244572     93.9597632636     2439.65965682
43.4803064565     93.952506705     2308.18392985
43.4875884762     93.9452489379     2274.12923995
43.4948701186     93.9379895308     2258.9060042
43.5021513096     93.9307288535     2290.77332492
43.5094319707     93.9234663936     2313.6331339
43.516712017     93.9162026984     2371.6099306
43.5239915625     93.9089369995     2402.44330149
43.5312709238     93.9016685008     2360.51702162
43.545827951     93.8871273668     2356.05610142
43.5531055225     93.8798547141     2383.07503705
43.5603824941     93.8725805116     2417.21807386
43.5676588444     93.865304777     2458.19926117
43.4750224317     93.9425082148     2451.86440975
43.482303729     93.9352503463     2453.04876971
43.4895845629     93.9279908033     2460.25656898
43.511424102     93.9062021227     2504.32679436
43.5187026118     93.8989375715     2631.01179287
43.5478127248     93.8698547604     2647.58627557
43.5550890236     93.8625797715     2655.03913913
43.5010658589     94.0234202375     2191.01102057
43.508352512     94.0161685913     2221.48122881
43.5156386147     94.0089152632     2256.67260527
43.5229242022     94.0016602722     2282.26911348
43.5302091705     93.99440361     2327.14959259
43.4947833127     94.0220407636     2117.19842702
43.4984267284     94.018415355     2149.47361946
43.5020699894     94.0147895439     2183.14627358
43.5057131193     94.0111633831     2189.2897924
43.5093561441     94.0075368088     2182.27585841
43.5129989514     94.0039097577     2228.31936334
43.5166417687     94.0002823257     2205.45502921
43.5202844049     93.9966544461     2210.82717665
43.5239266813     93.9930262047     2279.11943089
43.5275690418     93.989397497     2282.83484769
43.5312109833     93.985768492     2347.22411642
43.4957873733     94.0134107481     2153.43702014
43.5030734779     94.0061585576     2160.45452506
43.5103590581     93.9989046427     2191.44249596
43.5176441608     93.9916490234     2199.78203881
43.5249286157     93.9843917764     2248.83248066
43.4895046257     94.0120322817     2093.83427549
43.4931477493     94.0084066468     2109.19797895
43.4967907459     94.0047805817     2140.16496428
43.5004335932     94.0011541251     2120.00749452
43.5040763173     93.9975272269     2144.90198208
43.507718916     93.9938999048     2153.00166085
43.5113613468     93.9902721907     2184.20828252
43.515003711     93.986643999     2178.70031352
43.5186457603     93.9830155495     2242.82536087
43.5222877433     93.9793866215     2271.37135696
43.5259297483     93.9757571289     2257.69623891
43.4905079557     94.003402881     2123.49951346
43.4977934735     93.9961500981     2133.87294577
43.5050784944     93.9888956024     2148.81451183
43.51236303     93.9816393682     2154.26718969
43.519646941     93.9743815854     2205.89131825
43.4842251355     94.0020254553     2117.54414738
43.4878679042     93.9983995669     2111.83026947
43.491510595     93.9947732565     2130.82383167
43.4951531357     93.9911465116     2135.34179472
43.4987955563     93.9875193616     2153.08003886
43.5024378421     93.9838917765     2163.24457279
43.5060800024     93.980263755     2169.61605812
43.5097220326     93.9766353173     2179.56674869
43.5133639521     93.9730064181     2180.90188162
43.5170057057     93.9693771679     2199.78684939
43.5206473305     93.9657474856     2215.54177659
43.48522767     93.9933966914     2120.45229108
43.4925125814     93.9861433679     2138.8976044
43.4997969807     93.9788883296     2153.53718229
43.5070808601     93.9716316463     2183.23393482
43.5143642235     93.9643732307     2203.28870096
43.4789446949     93.9920204048     2108.30954769
43.4825872074     93.9883942549     2123.50165729
43.4862295757     93.9847676762     2134.34922191
43.4898718048     93.9811406564     2139.31765423
43.4935139226     93.9775132469     2155.81991807
43.497155905     93.973885429     2174.54563293
43.500797752     93.9702570628     2164.62705949
43.5044394759     93.9666283774     2179.30403323
43.5080810806     93.9629992028     2181.98091907
43.51172254     93.9593696807     2198.20952555
43.5153638989     93.9557396379     2199.65087689
43.4799465083     93.9833922433     2120.53499531
43.4872308167     93.9761383966     2143.80656409
43.4945145908     93.9688827959     2154.20410327
43.5017978638     93.9616256331     2191.12305962
43.5090806093     93.9543666728     2209.07056883
43.4736636428     93.9820172613     2167.86071706
43.4773058017     93.9783908667     2177.93711513
43.4809477823     93.9747639825     2171.49328739
43.4845896307     93.9711366141     2155.97810198
43.4882313921     93.9675088269     2147.29782008
43.4918730652     93.9638806795     2153.79621475
43.4955146167     93.9602521322     2164.95495239
43.4991560376     93.9566231473     2174.06454061
43.5027973294     93.9529937559     2185.84720159
43.5064384905     93.9493639395     2197.38828589
43.5100794948     93.9457338389     2225.34322033
43.4746648516     93.973389941     2217.47139442
43.4819483698     93.9661355386     2215.75711976
43.4892314151     93.9588793629     2210.07559274
43.4965140084     93.9516215019     2213.96404668
43.5037961231     93.9443618978     2217.16032807
43.5009349028     93.9968386218     2128.0
43.502756216     93.9950250809     2129.23152217
43.5045774875     93.993211449     2146.83546741
43.5063987381     93.9913976932     2145.95552473
43.5082199554     93.9895838335     2148.56494018
43.510041109     93.9877699061     2172.01677167
43.5118622827     93.9859558088     2161.73223429
43.4996147757     93.994336631     2133.57572608
43.5032572893     93.9907093785     2139.40216725
43.5068996666     93.9870817193     2156.58547108
43.5105419294     93.9834536078     2160.0556327
43.4982945973     93.9918347597     2144.01801852
43.5001158279     93.990021157     2147.83290694
43.5019370274     93.9882074451     2150.38518742
43.5037581916     93.9863936416     2160.50532874
43.5055793253     93.9845797223     2165.40909646
43.5074004353     93.9827656768     2162.96352811
43.5092215096     93.980951537     2165.91454092
43.4969743608     93.9893329803     2139.22506659
43.5006167155     93.9857056169     2155.79924642
43.5042589444     93.9820777918     2156.60940885
43.5079010342     93.9784495876     2174.09126938
43.4956540776     93.9868313368     2149.34313881
43.4974752277     93.9850176549     2147.89654169
43.4992963502     93.9832038866     2155.39972322
43.5011174365     93.9813900576     2177.99971203
43.5029384962     93.9795760237     2166.633046
43.5047595194     93.9777619374     2173.42426916
43.5065805112     93.9759477394     2178.47522383
43.4943337297     93.9843297723     2143.98575743
43.4979759299     93.9807022673     2155.71828966
43.5016179994     93.9770743386     2167.22911236
43.5052599407     93.9734459745     2175.82103388
43.4930133385     93.9818283488     2151.37878811
43.4948344172     93.980014627     2160.16916865
43.4966554578     93.9782007771     2161.8982255
43.4984764682     93.9763868207     2164.05264872
43.5002974483     93.9745727247     2158.21140717
43.5021183982     93.9727585707     2165.15571968
43.5039393191     93.9709442798     2165.10598972
