# X [m]   Y [m]   Z [m]
4208.17663845     3539.05282661     2370.01702985
5017.88611838     4125.8837717     2404.61941281
5827.5955983     4712.7147168     2433.05874835
6637.30507822     5299.5456619     2440.39227471
7447.01455814     5886.37660699     2504.19524062
8256.72403807     6473.20755209     2556.06122434
9066.43351799     7060.03849719     2624.4209982
-6095.16806572     -2693.20903463     2123.20616575
-5285.4585858     -2106.37808953     2125.45107939
-4475.74910587     -1519.54714443     2088.98223098
-3666.03962595     -932.716199337     2066.78525037
-2856.33014603     -345.885254241     2093.78302605
-2046.6206661     240.945690856     2111.19913511
-1236.91118618     827.776635952     2137.4899418
-427.201706259     1414.60758105     2147.72039651
382.507773664     2001.43852614     2166.30920289
1192.21725359     2588.26947124     2183.16644816
2001.92673351     3175.10041634     2215.71829065
2811.63621343     3761.93136143     2243.01008327
3621.34569336     4348.76230653     2276.62247652
4431.05517328     4935.59325163     2320.13009895
5240.7646532     5522.42419672     2367.98214178
6050.47413313     6109.25514182     2367.69721455
6860.18361305     6696.08608692     2459.56371856
7669.89309297     7282.91703201     2560.51246817
8479.60257289     7869.74797711     2529.31027661
9289.31205282     8456.57892221     2574.81149058
-6681.99901082     -1883.4995547     2123.83708918
-5872.28953089     -1296.66860961     2160.18136884
-5062.58005097     -709.837664511     2253.85700508
-4252.87057105     -123.006719414     2163.50693377
-3443.16109112     463.824225682     2136.15759385
-2633.4516112     1050.65517078     2118.81733055
-1823.74213128     1637.48611587     2133.69238124
-1014.03265136     2224.31706097     2146.61547611
-204.323171432     2811.14800607     2163.90575858
605.386308491     3397.97895116     2190.50138192
1415.09578841     3984.80989626     2209.70715317
2224.80526834     4571.64084136     2238.03046197
3034.51474826     5158.47178645     2264.24491952
3844.22422818     5745.30273155     2284.26394539
4653.93370811     6332.13367665     2300.67873893
5463.64318803     6918.96462174     2407.62368951
6273.35266795     7505.79556684     2402.68232674
7083.06214788     8092.62651194     2463.53930173
7892.7716278     8679.45745703     2519.20647183
8702.48110772     9266.28840213     2525.82576429
9512.19058764     9853.11934723     2605.86879504
-7268.82995591     -1073.79007478     2140.9420788
-6459.12047599     -486.959129684     2262.96561652
-5649.41099607     99.8718154122     2242.27878584
-4839.70151614     686.702760509     2223.38235458
-4029.99203622     1273.53370561     2211.39779524
-3220.2825563     1860.3646507     2258.76917378
-2410.57307637     2447.1955958     2206.98838894
-1600.86359645     3034.02654089     2196.46747033
-791.154116529     3620.85748599     2210.58308267
18.5553633945     4207.68843109     2188.85998403
828.264843318     4794.51937618     2232.98644379
1637.97432324     5381.35032128     2232.57198759
2447.68380316     5968.18126638     2242.00705975
3257.39328309     6555.01221147     2275.88148097
4067.10276301     7141.84315657     2266.84637297
4876.81224293     7728.67410167     2293.75945619
5686.52172286     8315.50504676     2381.86698827
6496.23120278     8902.33599186     2418.89961058
7305.9406827     9489.16693696     2438.00125458
8115.65016262     10075.9978821     2491.73959896
8925.35964255     10662.8288271     2562.34626193
-7045.95142109     322.750350239     2175.43003214
-6236.24194116     909.581295335     2214.75392743
-3807.11350139     2670.07413062     2364.69463181
-2997.40402147     3256.90507572     2438.12432488
-2187.69454155     3843.73602082     2306.65219964
-1377.98506162     4430.56696591     2272.4442901
-568.275581702     5017.39791101     2256.91099345
241.433898221     5604.22885611     2288.31142469
1051.14337814     6191.0598012     2310.54750135
1860.85285807     6777.8907463     2367.74374881
2670.56233799     7364.7216914     2397.63972402
3480.27181791     7951.55263649     2354.61915034
5099.69077776     9125.21452669     2347.49917475
5909.40025768     9712.04547178     2372.95336519
6719.10973761     10298.8764169     2405.37484313
7528.81921753     10885.707362     2444.47766563
-2774.52548664     4653.44550074     2449.56577657
-1964.81600672     5240.27644584     2450.59719357
-1155.1065268     5827.10739093     2457.49521223
1274.02191297     7587.60022622     2499.69508015
2083.73139289     8174.43117132     2625.44305317
5322.56931259     10521.7549517     2636.7007441
6132.27879251     11108.5858968     2642.43233467
118.726909146     -1894.76727637     2190.72901548
928.436389069     -1307.93633127     2221.27969946
1738.14586899     -721.105386172     2256.39470591
2547.85534892     -134.274441076     2281.75800018
3357.56482884     452.556504021     2326.24842653
-579.543303363     -1783.32800895     2116.92322326
-174.688563402     -1489.9125364     2149.29753858
230.16617656     -1196.49706386     2183.03010281
635.020916521     -903.081591307     2189.19431916
1039.87565648     -609.666118759     2182.16187078
1444.73039644     -316.250646211     2228.14765096
1849.58513641     -22.8351736626     2205.18637889
2254.43987637     270.580298886     2210.42237784
2659.29461633     563.995771434     2278.53927812
3064.14935629     857.411243982     2282.04012606
3469.00409625     1150.82671653     2346.17562522
-468.10403595     -1085.05779644     2153.3276966
341.605443973     -498.226851346     2160.42594033
1151.3149239     88.6040937506     2191.33780295
1961.02440382     675.435038847     2199.4443913
2770.73388374     1262.26598394     2248.10503798
-1166.37424846     -973.618529029     2093.65328552
-761.519508498     -680.203056481     2109.11624334
-356.664768537     -386.787583933     2140.14327044
48.1899714246     -93.3721113843     2120.00663004
453.044711386     200.043361164     2144.88273496
857.899451348     493.458833712     2152.92481926
1262.75419131     786.87430626     2184.03463539
1667.60893127     1080.28977881     2178.39064857
2072.46367123     1373.70525136     2242.34047145
2477.31841119     1667.12072391     2270.67203184
2882.17315116     1960.53619645     2256.7432628
-1054.93498105     -275.348316519     2123.40619769
-245.225501124     311.482628577     2133.86063277
564.483978799     898.313573674     2148.72635349
1374.19345872     1485.14451877     2153.94633862
2183.90293865     2071.97546387     2205.18093284
-1753.20519356     -163.909049106     2117.30069655
-1348.35045359     129.506423442     2111.68620413
-943.495713633     422.92189599     2130.73994006
-538.640973672     716.337368539     2135.27886435
-133.78623371     1009.75284109     2152.99885785
271.068506251     1303.16831364     2163.10592928
675.923246213     1596.58378618     2169.38074041
1080.77798617     1889.99925873     2179.19554544
1485.63272614     2183.41473128     2180.35558091
1890.4874661     2476.83020383     2199.02624175
2295.34220606     2770.24567638     2214.52765139
-1641.76592614     534.361163404     2120.21830761
-832.05644622     1121.1921085     2138.74488783
-22.3469662971     1708.0230536     2153.30888437
787.362513626     2294.85399869     2182.77320978
1597.07199355     2881.68494379     2202.43870377
-2340.03613865     645.800430817     2107.84695851
-1935.18139869     939.215903365     2123.13858663
-1530.32665873     1232.63137591     2134.04645698
-1125.47191877     1526.04684846     2139.03598255
-720.617178807     1819.46232101     2155.52012815
-315.762438845     2112.87779356     2174.18851318
89.0923011162     2406.29326611     2164.17339657
493.947041078     2699.70873865     2178.71461723
898.801781039     2993.1242112     2181.21653758
1303.656521     3286.53968375     2197.23096917
1708.51126096     3579.9551563     2198.41893241
-2228.59687124     1344.07064333     2120.00366807
-1418.88739132     1930.90158842     2143.35676869
-609.177911394     2517.73253352     2153.6789906
200.531568529     3104.56347862     2190.36578571
1010.24104845     3691.39442371     2207.92428737
-2926.86708375     1455.50991074     2167.02232121
-2522.01234379     1748.92538329     2177.19836906
-2117.15760383     2042.34085584     2170.81497723
-1712.30286386     2335.75632838     2155.32101501
-1307.4481239     2629.17180093     2146.62274509
-902.593383942     2922.58727348     2153.0639414
-497.73864398     3216.00274603     2164.12626954
-92.8839040188     3509.41821858     2173.10023654
311.970835943     3802.83369113     2184.70806548
716.825575904     4096.24916367     2196.03510675
1121.68031587     4389.66463622     2223.7367916
-2815.42781634     2153.78012325     2216.48606211
-2005.71833641     2740.61106835     2214.85357997
-1196.00885649     3327.44201344     2209.09699853
-386.299376567     3914.27295854     2212.75355331
423.410103356     4501.10390364     2215.56108974
103.909605131     255.762994871     2127.99403401
306.336975112     402.470731145     2129.21147981
508.764345093     549.178467419     2146.79154579
711.191715073     695.886203693     2145.87792079
913.619085054     842.593939967     2148.44385101
1116.04645503     989.301676241     2171.84239491
1318.47382502     1136.00941252     2161.49476617
-42.7981311429     458.190364851     2133.5591562
362.056608819     751.6058374     2139.34767464
766.91134878     1045.02130995     2156.4538441
1171.76608874     1338.4367825     2159.8076595
-189.505867417     660.617734832     2143.98105259
12.9215025637     807.325471106     2147.78189766
215.348872544     954.03320738     2150.3103318
417.776242525     1100.74094365     2160.39682396
620.203612506     1247.44867993     2165.25713956
822.630982487     1394.1564162     2162.75831597
1025.05835247     1540.86415248     2165.64627078
-336.213603691     863.045104813     2139.15791234
68.6411362704     1156.46057736     2155.69423559
473.495876232     1449.87604991     2156.42732941
878.350616193     1743.29152246     2173.79291029
-482.921339965     1065.47247479     2149.2360042
-280.493969984     1212.18021107     2147.77539662
-78.0666000037     1358.88794734     2155.25476491
124.360769977     1505.59568362     2177.821138
326.788139958     1652.30341989     2166.41105239
529.215509939     1799.01115616     2173.14905365
731.642879919     1945.71889244     2178.13698351
-629.629076239     1267.89984477     2143.82885002
-224.774336278     1561.31531732     2155.52359169
180.080403684     1854.73078987     2166.95741216
584.935143645     2148.14626242     2175.43311982
-776.336812513     1470.32721476     2151.16231602
-573.909442533     1617.03495103     2159.93871942
-371.482072552     1763.7426873     2161.64399592
-169.054702571     1910.45042358     2163.76483587
33.3726674095     2057.15815985     2157.8802077
235.80003739     2203.86589613     2164.77133132
438.227407371     2350.5736324     2164.65860914
