# lat [m]   lon [m]   Z [m]
43.485300786     93.9984971253     2117.69284407
43.4897064226     93.9972456762     2125.83112885
43.4941120268     93.9959940458     2129.72040248
43.4985176088     93.9947422357     2134.56779673
43.5029231665     93.9934902462     2140.22773645
43.5073286876     93.9922380892     2156.1498161
43.5117341606     93.9909857631     2176.85567039
43.5161395001     93.9897333186     2232.26653325
43.5205448645     93.9884806472     2250.88450633
43.5249501991     93.9872277941     2266.21222741
43.4843895021     93.9924465676     2127.09626438
43.4932005981     93.9899426575     2136.73860184
43.5020115958     93.9874380448     2155.69739067
43.510822509     93.9849326676     2153.20460428
43.5196330825     93.9824268074     2241.00598093
43.4790723652     93.9876482954     2124.71053757
43.4834778761     93.9863961896     2127.09404772
43.4878833826     93.9851439222     2137.92978207
43.4922888599     93.9838914832     2151.22082835
43.4966942925     93.9826388195     2146.95020049
43.5010997077     93.9813860753     2178.18013765
43.5055050984     93.9801330322     2167.97902396
43.5099104698     93.9788798376     2168.29915918
43.514315807     93.9776264864     2175.98858824
43.518721106     93.976372969     2187.28957071
43.5231263126     93.9751193376     2215.01075595
43.4825659342     93.9803459984     2128.71210855
43.4913767824     93.9778404593     2148.66326655
43.500187507     93.9753341601     2156.52796116
43.5089981139     93.9728272198     2183.75326139
43.5178085918     93.9703195464     2205.72327668
43.4772484743     93.9755491273     2178.37170447
43.4816537232     93.9742960631     2147.95025776
43.4860590361     93.9730428805     2135.47471445
43.4904643837     93.9717896125     2146.09048685
43.4948696951     93.9705361413     2151.26712339
43.4992749841     93.9692825745     2174.08473642
43.5036802386     93.9680287105     2172.19856617
43.5080854611     93.9667747349     2184.09622291
43.5124906365     93.9655206189     2202.93298435
43.5168958174     93.9642662248     2203.40080577
43.521300974     93.9630116596     2205.83951729
43.4807413147     93.968246539     2206.01258765
43.4895516758     93.9657389816     2150.74864777
43.4983621403     93.9632310818     2170.36235498
43.5071724793     93.9607224802     2192.13432797
43.5159826692     93.9582132184     2222.06835261
43.4976814238     94.0044459143     2134.40074508
43.4998842598     94.0038202943     2145.31460249
43.5020870874     94.0031946362     2145.85248836
43.5042899054     94.0025689297     2153.70303593
43.5064927215     94.0019431816     2153.88775336
43.5086955243     94.0013173866     2160.6552322
43.5108982263     94.0006915417     2221.04684011
43.4972259619     94.0014199565     2115.83580692
43.5016316143     94.0001684703     2096.46201847
43.5060372052     93.9989168073     2152.23056402
43.5104427249     93.9976649789     2193.91313034
43.4967704321     93.9983940339     2126.48324487
43.4989732392     93.9977682119     2134.71725238
43.5011760396     93.9971423381     2125.18240899
43.5033788339     93.9965164256     2131.61058035
43.5055816087     93.9958904768     2150.31842615
43.507784382     93.9952644765     2156.10930273
43.5099871017     93.9946384561     2190.84809726
43.4963148162     93.9953681575     2124.18626881
43.5007203908     93.9941162633     2137.32900201
43.505125938     93.9928641813     2140.65893545
43.5095314341     93.9916119441     2163.61070502
43.495859129     93.9923423413     2136.02972021
43.4980619002     93.9917163132     2140.89795872
43.5002646637     93.9910902421     2146.97559275
43.5024674238     93.9904641069     2139.78516346
43.504670173     93.9898379501     2148.53594403
43.5068729253     93.9892117283     2144.77944836
43.5090756517     93.9885854906     2158.00755755
43.495403361     93.9893165762     2144.43558404
43.4998088579     93.9880642784     2158.17494355
43.5042143281     93.9868117745     2157.70934153
43.5086197819     93.985559088     2157.16838173
43.4949475098     93.9862908531     2147.54188575
43.4971502448     93.9856646194     2152.1175723
43.499352972     93.9850383345     2153.86648119
43.5015556908     93.9844120341     2167.80892577
43.5037584136     93.9837856135     2151.26616812
43.5059611199     93.9831592111     2160.11463623
43.5081638282     93.9825327382     2159.24211097
