# X [m]   Y [m]   Z [m]
2368.08023544     2991.47461325     2204.69902548
-2139.93543865     2569.81754621     2205.13632113
-1160.65534109     2772.3280164     2150.04151944
-181.375243537     2974.83848658     2169.66735833
797.904854018     3177.34895676     2191.29444818
1777.18495157     3379.85942694     2220.92657793
-257.676288615     -359.704683113     2134.38540805
-12.8562642259     -309.077065567     2145.30711515
231.963760163     -258.449448022     2145.84303719
476.783784552     -207.821830477     2153.68180744
721.60380894     -157.194212932     2153.84493404
966.423833329     -106.566595386     2160.58100866
1211.24385772     -55.9389778411     2220.93139992
-308.30390616     -114.884658724     2115.82731083
181.336142618     -13.6294236334     2096.45942197
670.976191395     87.6258114571     2152.19461314
1160.61624017     188.881046548     2193.80457181
-358.931523705     129.935365665     2126.47180806
-114.111499316     180.56298321     2134.71367901
130.708525072     231.190600755     2125.17688553
375.528549461     281.818218301     2131.59329327
620.34857385     332.445835846     2150.27956203
865.168598238     383.073453391     2156.0390481
1109.98862263     433.701070936     2190.73663922
-409.55914125     374.755390053     2124.16210953
80.080907527     476.010625144     2137.31076988
569.720956304     577.265860235     2140.60737636
1059.36100508     678.521095325     2163.48656538
-460.186758796     619.575414442     2135.98305684
-215.366734407     670.203031987     2140.85917257
29.4532899817     720.830649533     2146.93487031
274.27331437     771.458267078     2139.73269112
519.093338759     822.085884623     2148.46190843
763.913363148     872.713502168     2144.67403587
1008.73338754     923.341119714     2157.86095501
-510.814376341     864.395438831     2144.35663494
-21.1743275635     965.650673921     2158.10194921
468.465721214     1066.90590901     2157.60304782
958.105769991     1168.1611441     2156.98953471
-561.441993886     1109.21546322     2147.42086922
-316.621969497     1159.84308076     2152.00444679
-71.8019451088     1210.47069831     2153.75143315
173.01807928     1261.09831586     2167.68214193
417.838103669     1311.7259334     2151.11783439
662.658128057     1362.35355095     2159.93493969
907.478152446     1412.98116849     2159.02123791
