# lat [m]   lon [m]   Z [m]
43.4978570759     93.9880116451     2147.77414681
43.5019193936     93.9853560756     2162.48909394
43.5059816436     93.9827001171     2160.55287718
43.5100438253     93.9800438128     2162.52679484
43.4968905019     93.9852214902     2142.31596585
43.4989216425     93.9838936866     2153.01524083
43.5009527594     93.9825658123     2168.80967042
43.5029838606     93.9812377893     2162.06521325
43.5050149356     93.979909732     2173.61857518
43.5070459959     93.9785815635     2177.13295051
43.5090770402     93.9772533015     2179.02179649
43.4959238651     93.9824314503     2148.06622953
43.4999860588     93.9797755862     2157.01064856
43.5040481694     93.977119413     2177.07034523
43.5081102162     93.9744628177     2176.48741923
43.4949571662     93.9796415222     2159.38320084
43.4969882344     93.9783135432     2157.22493379
43.4990192891     93.9769855023     2162.86949023
43.5010503258     93.9756573328     2157.49494436
43.5030813453     93.9743291095     2161.46534745
43.5051123408     93.9730008266     2172.04352032
43.5071433106     93.9716724701     2185.11424207
