# X [m]   Y [m]   Z [m]
1771.7813404     818.615748044     2226.69746039
2223.30205294     1033.39248362     2223.53364658
2674.82276548     1248.1692192     2239.90266498
3126.34347803     1462.94595478     2286.46192787
-1152.11967043     -18.5239528813     2127.83712411
-249.078245346     411.029518275     2133.72784165
653.963179738     840.58298943     2140.07371276
1557.00460482     1270.13646059     2195.47886497
2460.04602991     1699.68993174     2266.60394741
-1818.41711855     218.220024083     2110.90407183
-1366.89640601     432.996759661     2115.3323986
-915.375693466     647.773495239     2141.32154513
-463.854980924     862.550230817     2141.94155363
-12.3342683824     1077.32696639     2161.98088366
439.18644416     1292.10370197     2150.96681395
890.707156702     1506.88043755     2159.32076772
1342.22786924     1721.65717313     2155.08215721
1793.74858179     1936.43390871     2181.57140182
2245.26929433     2151.21064428     2201.07764651
2696.79000687     2365.98737986     2254.01468152
-1581.67314159     884.517472203     2129.3207688
-678.631716502     1314.07094336     2143.26214345
224.409708582     1743.62441451     2165.27678178
1127.45113367     2173.17788567     2190.08213445
2030.49255875     2602.73135683     2198.99705705
-2247.97058971     1121.26144917     2114.59272248
-1796.44987716     1336.03818474     2133.53581378
-1344.92916462     1550.81492032     2138.24388475
-893.40845208     1765.5916559     2157.54468095
-441.887739538     1980.36839148     2152.74280826
9.63297300384     2195.14512706     2166.47443679
461.153685546     2409.92186263     2161.95487275
912.674398088     2624.69859821     2181.85912649
1364.19511063     2839.47533379     2196.37019564
1815.71582317     3054.25206937     2204.76452
2267.23653571     3269.02880495     2216.14862983
-2011.22661274     1787.55889729     2135.36444846
-1108.18518766     2217.11236844     2146.6860895
-205.143762574     2646.6658396     2156.66891626
697.89766251     3076.21931075     2186.34188829
1600.93908759     3505.77278191     2198.01814212
-2677.52406086     2024.30287425     2194.48819232
-2226.00334832     2239.07960983     2205.00154907
-1774.48263578     2453.85634541     2168.53425511
-1322.96192324     2668.63308098     2146.93371471
-871.441210694     2883.40981656     2157.83794167
-419.920498152     3098.18655214     2163.03613768
31.60021439     3312.96328772     2181.30022814
483.120926932     3527.7400233     2189.13228904
934.641639474     3742.51675887     2208.73669551
1386.16235202     3957.29349445     2209.00636724
1837.68306456     4172.07023003     2217.31481017
-2440.7800839     2690.60032237     2225.9915912
-1537.73865881     3120.15379353     2194.7760411
-634.69723373     3549.70726468     2197.42378774
268.344191354     3979.26073584     2183.7243596
1171.38561644     4408.81420699     2214.10437566
84.0704787135     292.657529792     2125.59838848
309.830834985     400.045897581     2129.31329458
535.591191256     507.43426537     2140.37963023
761.351547527     614.822633159     2152.7886415
987.111903798     722.211000948     2167.56099651
1212.87226007     829.599368737     2192.09734169
1438.63261634     936.987736526     2175.32055527
-23.3178890755     518.417886063     2137.22853392
428.202823467     733.194621641     2141.73794912
879.723536009     947.971357219     2151.74576119
1331.24424855     1162.7480928     2158.40728222
-130.706256864     744.178242335     2143.86010169
95.0540994066     851.566610123     2153.61523739
320.814455678     958.954977912     2159.18512044
546.574811949     1066.3433457     2147.41853149
772.33516822     1173.73171349     2157.14485603
998.095524491     1281.12008128     2149.47258838
1223.85588076     1388.50844907     2168.03308908
-238.094624653     969.938598606     2147.69608697
213.426087889     1184.71533418     2162.37570092
664.946800431     1399.49206976     2160.36491674
1116.46751297     1614.26880534     2162.22503311
-345.482992442     1195.69895488     2142.1947314
-119.722636171     1303.08732267     2152.8812576
106.0377201     1410.47569045     2168.65313005
331.798076371     1517.86405824     2161.87630673
557.558432642     1625.25242603     2173.38749459
783.318788913     1732.64079382     2176.8498872
1009.07914518     1840.02916161     2178.67694196
-452.871360231     1421.45931115     2147.89203403
-1.35064768926     1636.23604673     2156.80117371
450.170064853     1851.0127823     2176.78635766
901.690777395     2065.78951788     2176.08968434
-560.25972802     1647.21966742     2159.14625792
-334.499371749     1754.60803521     2156.97526872
-108.739015478     1861.996403     2162.5972948
117.021340793     1969.38477079     2157.1904096
342.781697064     2076.77313857     2161.1186653
568.542053335     2184.16150636     2171.64488275
794.302409606     2291.54987415     2184.65384098
