# lat [m]   lon [m]   Z [m]
43.4865118689     93.9755550687     2149.67333965
43.4951368042     93.9720348331     2156.15014084
43.5037615974     93.9685136263     2167.62384051
43.5123861976     93.964991543     2199.94718016
43.5210106325     93.9614684115     2219.05770911
43.5296345426     93.9579447944     2313.81002372
43.5382582422     93.9544200782     2380.76391873
43.5468817088     93.9508943576     2438.31366713
43.5555049171     93.9473676766     2493.76421156
43.5641278062     93.9438400922     2554.04332626
43.4494497057     93.9777873328     2240.69695439
43.4580754014     93.9742700545     2356.2862506
43.4667001627     93.9707514664     2376.47426632
43.4753242651     93.9672312615     2272.27085337
43.4839486687     93.9637102572     2223.99409771
43.4925730881     93.9601882341     2181.69776578
43.5011974934     93.9566654139     2176.71653051
43.5098217316     93.9531418647     2210.00000029
43.5184458287     93.9496171557     2218.95732188
43.5270696565     93.9460916969     2257.01943653
43.535693238     93.9425653097     2299.03612513
43.5443166144     93.9390379215     2336.78974433
43.5529392315     93.9355102196     2439.0689773
43.5615620416     93.9319809719     2480.23368561
43.5701844174     93.9284509669     2539.76072459
43.4641362856     93.95891064     2363.33621109
43.4727608631     93.9553901025     2460.13585341
43.490008231     93.9483430757     2249.87132594
43.4986321754     93.9448185344     2220.2398266
43.5072560347     93.9412933083     2228.99454639
43.5158797692     93.9377670064     2229.52091476
43.5245033594     93.9342397565     2235.62491472
43.5331266429     93.930711859     2274.20524134
43.5417494723     93.9271833944     2347.6485218
43.5503724255     93.9236533325     2364.98972457
43.5589941245     93.9201237492     2499.66091554
43.5676164856     93.9165918934     2526.21364026
43.5046891     93.9294461932     2281.35848181
43.5133123453     93.9259187002     2309.17339981
43.5219356235     93.9223894198     2270.17488721
43.5305587354     93.9188594875     2262.56106933
43.5391812464     93.9153296176     2336.30474871
43.5478036081     93.9117985052     2387.1938264
43.5564258913     93.9082661476     2417.7237902
43.5650477162     93.9047331866     2473.2170147
43.5736690722     93.9011995418     2545.83269269
43.5107437532     93.9140717235     2391.14883893
43.519366336     93.910541833     2420.29508173
43.5279890918     93.9070097277     2364.31250184
43.5366118337     93.9034766677     2316.00724215
43.5452341543     93.8999434962     2328.40725656
43.5538556079     93.8964106961     2425.09694908
43.5624766867     93.8928769795     2520.97770403
43.571098873     93.8893400464     2483.4919952
43.5167958513     93.8986963494     2604.68071929
43.5254180627     93.8951623347     2526.12219483
43.5340405028     93.8916267862     2421.78316103
43.5426627696     93.8880909873     2367.39641301
43.5512845122     93.8845553539     2381.39398241
43.5599059116     93.8810190903     2414.99255658
43.5685268508     93.8774822955     2471.6773293
43.5228460062     93.8833161893     2668.42734531
43.5314674311     93.8797805835     2648.81193778
43.540089034     93.8762431854     2589.96623087
43.5487104082     93.8727054066     2566.01684666
43.5573323845     93.8691650884     2468.81589628
43.537515276     93.8643935104     2638.10847372
43.5461356129     93.8608559821     2697.06454743
43.4924398716     94.0247027853     2125.96605431
43.5010663258     94.0211889389     2192.57979736
43.5096925326     94.017674264     2223.62734238
43.5183184818     94.0141585819     2272.93461725
43.5269441624     94.0106419471     2325.62581107
43.4868475722     94.0205354041     2070.68619407
43.4911608377     94.0187784818     2099.51524289
43.49547404     94.0170213026     2136.89370616
43.4997871614     94.0152638833     2178.71619235
43.504100228     94.0135063424     2170.65540927
43.5084132467     94.0117485071     2184.22567917
43.512726228     94.0099904376     2192.20719935
43.5170390415     94.0082320613     2247.53451935
43.5213518743     94.0064735025     2265.74858093
43.5256645823     94.0047146905     2301.34132695
43.529977121     94.0029556385     2356.22430683
43.4898815115     94.0128543472     2089.09962583
43.4985076869     94.0093390356     2176.32702869
43.5071336136     94.0058229078     2166.39180705
43.5157592848     94.0023057442     2221.65145515
43.5243846383     93.9987876417     2289.2306128
43.4842889019     94.0086880102     2106.26440974
43.4886019406     94.006930403     2116.00000004
43.4929149162     94.0051725653     2108.21249847
43.4972278771     94.0034144669     2112.02126864
43.5015407961     94.0016561134     2142.38633272
43.5058536338     93.9998975265     2183.55649608
43.5101664396     93.9981387019     2190.79701136
43.5144792359     93.9963796232     2184.58032434
43.5187918833     93.9946203268     2221.40940117
43.5231043911     93.9928608183     2274.65621309
43.5274170325     93.9911010121     2273.09875534
43.4873220234     94.0010067628     2117.85842488
43.4959477823     93.9974900588     2123.25383568
43.504573397     93.9939723704     2140.25941145
43.5131987848     93.9904537417     2186.045439
43.521823879     93.9869341897     2245.97395586
43.4817289502     93.9968417348     2113.61415796
43.4860417928     93.9950833739     2116.57250379
43.4903546205     93.9933247778     2132.4215647
43.4946673803     93.9915659148     2129.12026356
43.4989801173     93.9898068305     2145.16599778
43.5032928067     93.9880474885     2152.64527959
43.5076054584     93.9862878952     2157.85000663
43.511918101     93.9845280175     2147.94630317
43.5162305662     93.9827680535     2201.02035959
43.5205430457     93.9810077607     2218.00052976
43.5248553141     93.9792473577     2275.42529937
43.4847612676     93.9891602419     2120.74990689
43.4933866899     93.9856420676     2150.83370953
43.5020119156     93.9821228678     2160.628983
43.5106370038     93.9786026554     2164.21166761
43.5192618721     93.9750815584     2197.21449807
43.4791677595     93.9849964754     2116.00778559
43.4834804644     93.9832373958     2135.55017801
43.4877930859     93.9814780365     2141.26582471
43.4921056834     93.9797184661     2158.394683
43.4964182239     93.9779586339     2169.5333202
43.5007307219     93.9761984624     2155.24029734
43.5050431772     93.9744381924     2180.93219528
43.5093555954     93.9726776042     2187.56479372
43.513667997     93.9709167208     2183.64829626
43.5179803181     93.9691556789     2199.3499469
43.5222925096     93.9673945087     2237.38266235
43.4821993092     93.9773147628     2132.19243675
43.490824356     93.973795081     2154.29186384
43.4994492207     93.9702743956     2170.92598046
43.508073923     93.9667527085     2184.31902398
43.5166984377     93.963230098     2209.11436854
43.4766056554     93.9731525836     2203.68681581
43.4809180417     93.9713926667     2194.27773324
43.4852303591     93.9696323892     2162.80447665
43.4895427123     93.9678719161     2145.70753716
43.4938550882     93.9661113473     2159.6333367
43.4981674123     93.9643504872     2164.92084905
43.5024796956     93.9625894278     2178.52020657
43.506791935     93.960828097     2187.5451069
43.5111041301     93.9590665264     2197.56410379
43.5154162518     93.9573047917     2219.76299023
43.519728353     93.9555427286     2229.11131503
43.4796363826     93.9654707508     2222.11931337
43.4882608577     93.9619493071     2191.12565637
43.4968852989     93.9584268792     2168.29977837
43.5055096287     93.9549038442     2205.25509829
43.5141337985     93.9513796343     2214.43072129
43.4987443089     93.9995729917     2111.67689652
43.500900746     93.9986936913     2111.25616691
43.5030571609     93.9978143388     2141.67315508
43.5052135695     93.9969349193     2145.41828068
43.5073699585     93.9960554432     2157.32089681
43.5095262963     93.9951759257     2193.02436209
43.511682737     93.9942962899     2155.3443878
43.4981042029     93.996610731     2131.47975688
43.5024170098     93.994851883     2134.00932407
43.5067297651     93.9930928042     2153.39339346
43.5110424669     93.9913334833     2171.10044942
43.4974640186     93.9936485377     2137.70570895
43.4996204018     93.9927690524     2140.93850406
43.5017767766     93.9918894997     2139.68201113
43.5039331422     93.9910098894     2142.24992684
43.5060895054     93.9901302062     2137.71150828
43.5082458407     93.9892504893     2151.17994706
43.5104021405     93.9883707346     2176.16714506
43.4968237541     93.9906863994     2134.77398068
43.5011364672     93.9889271894     2148.35446719
43.5054491394     93.9871677177     2152.69207623
43.5097617809     93.9854079897     2153.48362775
43.4961834172     93.9877243366     2139.93207991
43.4983397575     93.9868446798     2151.63791948
43.5004960829     93.9859649454     2155.05336399
43.5026524019     93.9850851299     2150.15715982
43.5048087032     93.9842052941     2162.94408427
43.5069650021     93.9833253664     2163.17456064
43.509121301     93.9824453611     2157.93325225
43.4955430074     93.9847623511     2149.27588747
43.4998556231     93.9830027649     2159.75876555
43.504168196     93.981242926     2167.53357388
43.5084807283     93.9794828399     2175.09101981
43.4949025165     93.9818004151     2151.00141757
43.4970588073     93.980920559     2156.19228692
43.4992150855     93.9800406043     2149.38494108
43.5013713547     93.9791606759     2170.47209233
43.503527616     93.9782806051     2166.35429951
43.5056838574     93.9774005306     2179.2475578
43.5078400973     93.9765203525     2180.03241481
