# X [m]   Y [m]   Z [m]
-1445.30507568     -515.102023219     2116.54767545
-1079.2378118     -174.521991051     2119.59890587
-713.170547914     166.058041117     2123.57058276
-347.103284029     506.638073285     2130.46675428
18.9639798561     847.218105454     2145.83848257
385.031243741     1187.79813762     2151.713962
751.098507626     1528.37816979     2183.49644776
1117.16577151     1868.95820196     2174.33895621
1483.2330354     2209.53823413     2174.85496514
-2151.95237174     -489.614791502     2102.46202385
-1419.81784397     191.545272834     2123.75814814
-687.683316197     872.705337171     2136.73236473
44.451211573     1553.86540151     2164.43400315
776.585739343     2235.02546584     2174.86768145
-2858.59966779     -464.127559785     2096.04055863
-2492.53240391     -123.547527617     2097.9537221
-2126.46514002     217.032504551     2114.59043293
-1760.39787614     557.612536719     2122.75546282
-1394.33061225     898.192568887     2129.83213223
-1028.26334837     1238.77260106     2141.37027329
-662.19608448     1579.35263322     2155.00619575
-296.128820595     1919.93266539     2166.5574876
69.9384432899     2260.51269756     2163.06461415
436.005707175     2601.09272973     2175.87952252
802.07297106     2941.6727619     2181.16520662
-2833.11243607     242.519736268     2101.23612346
-2100.9779083     923.679800604     2121.52299821
-1368.84338053     1604.83986494     2139.2921811
-636.708852763     2285.99992928     2145.49952003
95.4256750069     2967.15999361     2179.38024116
-3539.75973213     268.006967985     2122.92600082
-3173.69246824     608.587000153     2145.2308468
-2807.62520436     949.167032321     2136.84884739
-2441.55794047     1289.74706449     2115.21304427
-2075.49067659     1630.32709666     2130.42952115
-1709.4234127     1970.90712883     2132.96180677
-1343.35614882     2311.48716099     2150.17856316
-977.288884932     2652.06719316     2152.0114949
-611.221621046     2992.64722533     2156.72747251
-245.154357161     3333.2272575     2168.94000619
120.912906724     3673.80728967     2183.62364624
-3514.27250041     974.654264038     2164.17183439
-2782.13797264     1655.81432837     2183.53875996
-2050.00344487     2336.97439271     2192.28636801
-1317.8689171     3018.13445705     2178.09042547
-585.734389329     3699.29452138     2190.48966598
-385.334131604     -553.332870794     2168.88986601
-202.300499662     -383.04285471     2158.98790291
-19.2668677193     -212.752838626     2139.84556597
163.766764223     -42.4628225422     2097.92409051
346.800396166     127.827193542     2137.51406295
529.834028108     298.117209626     2143.14726605
712.867660051     468.40722571     2154.28169374
-555.624147689     -370.299238852     2110.9665609
-189.556883803     -29.7192066838     2110.4386436
176.510380082     310.860825484     2127.87011194
542.577643967     651.440857653     2146.52200735
-725.914163773     -187.265606909     2126.62610332
-542.88053183     -16.9755908253     2123.71263532
-359.846899887     153.314425259     2128.6723662
-176.813267945     323.604441343     2137.80860083
6.22036399761     493.894457427     2134.76152533
189.25399594     664.184473511     2139.90521786
372.287627883     834.474489595     2148.73579125
-896.204179857     -4.23197496684     2122.02576326
-530.136915972     336.348057201     2126.39492982
-164.069652086     676.92808937     2143.95379014
201.997611799     1017.50812154     2155.75793707
-1066.49419594     178.801656976     2124.47967561
-883.460563998     349.09167306     2136.75718181
-700.426932056     519.381689144     2129.09011531
-517.393300113     689.671705228     2135.73789092
-334.359668171     859.961721312     2138.80476686
-151.326036228     1030.2517374     2154.25463955
31.7075957145     1200.54175348     2157.84369738
-1236.78421202     361.835288918     2131.03388581
-870.71694814     702.415321086     2136.56766089
-504.649684255     1042.99535325     2146.68260662
-138.58242037     1383.57538542     2156.2531098
-1407.07422811     544.868920861     2122.69296591
-1224.04059617     715.158936945     2125.0062702
-1041.00696422     885.448953029     2143.90639029
-857.973332281     1055.73896911     2133.20822353
-674.939700339     1226.0289852     2149.98214017
-491.906068396     1396.31900128     2146.89458637
-308.872436454     1566.60901737     2156.23055241
