# lat [m]   lon [m]   Z [m]
43.5550076457     93.9616029187     2542.27775886
43.5615913518     93.9531714471     2561.23586507
43.4632336931     94.062001576     2014.04230105
43.4698257187     94.0535927823     2033.74519493
43.476417014     94.0451823336     2036.51216162
43.4830077364     94.0367699361     2061.66476812
43.4895978295     94.0283556412     2117.33993585
43.4961871524     94.0199398088     2126.58012399
43.5027758059     94.0115220758     2188.53016137
43.5093638332     94.0031027181     2162.51811486
43.5159511151     93.9946815175     2205.0734985
43.5225376838     93.9862585953     2246.95296784
43.5291235277     93.9778339583     2291.13128344
43.5357083709     93.9694078445     2385.51726227
43.5422928105     93.9609797591     2416.74417047
43.5488762138     93.9525502535     2492.78153357
43.5554595909     93.9441183493     2481.63323986
43.5620421534     93.935684795     2491.99078449
43.5752048108     93.9188128117     2556.60850132
43.5817847778     93.9103745379     2613.7637715
43.4571092085     94.0529521015     2012.08212677
43.4637006034     94.0445431906     2032.95448954
43.4702913083     94.0361325325     2049.56795934
43.4768813579     94.0277200837     2067.90840578
43.4834707145     94.0193058877     2075.50356343
43.4900594625     94.0108898454     2105.24778459
43.4966475095     94.0024720607     2111.9861268
43.5032349067     93.9940524788     2135.17020221
43.5098216312     93.9856311225     2156.45758719
43.5164076627     93.9772080196     2185.9557512
43.5229929633     93.9687832186     2227.12380922
43.5295773466     93.9603569656     2312.26630015
43.5361611559     93.9519287978     2356.8894254
43.5427444464     93.9434986468     2371.47368933
43.5493270009     93.9350667999     2396.06928308
43.5559086393     93.9266334913     2447.66410393
43.5624900609     93.9181978042     2446.41687461
43.5690694691     93.9097620843     2573.15596933
43.57564976     93.9013225516     2550.55669556
43.5822286978     93.8928821214     2587.69429946
43.4509843421     94.0439041412     2055.00506218
43.4575748703     94.0354953358     2048.24991615
43.4641648699     94.0270846232     2056.50507904
43.4707542637     94.0186720811     2073.15969171
43.4773430148     94.0102577467     2095.2230735
43.4839310912     94.0018416422     2116.60773579
43.4905184902     93.9934237611     2134.31930505
43.4971052211     93.9850040766     2143.51682512
43.503691296     93.9765826429     2168.36365721
43.5102766989     93.9681594207     2188.73618957
43.5168614079     93.9597344763     2218.09168326
43.5234454905     93.9513076467     2230.47881312
43.5300287921     93.9428792568     2269.84567627
43.5366113877     93.9344491291     2308.55655146
43.5431934699     93.9260169348     2318.5246359
43.5497743823     93.9175837903     2395.12996629
43.556355202     93.9091478938     2393.24370657
43.5629347098     93.900711236     2460.92921371
43.5695139745     93.8922721051     2480.43671807
43.576092227     93.8838317085     2528.66853879
43.4382681719     94.04326534     2080.9163464
43.4448591054     94.0348579592     2129.18381824
43.4514489569     94.0264490732     2130.90705185
43.458038044     94.0180384234     2112.37165272
43.4646265684     94.0096258914     2098.56116935
43.4712145138     94.0012114951     2089.18735014
43.4778019817     93.9927952884     2117.3099785
43.4843887284     93.9843772917     2131.03671114
43.490974833     93.9759575389     2154.71837686
43.4975602507     93.9675358864     2152.48878257
43.5041450271     93.959112572     2177.66250454
43.5107291132     93.9506875384     2208.87440792
43.5173125348     93.9422606597     2229.64777478
43.5238952952     93.933831974     2247.7151176
43.5304775851     93.9254010244     2224.95204923
43.5370585811     93.9169697713     2324.66668218
43.5436393917     93.9085355874     2329.56535524
43.5502191066     93.9001004863     2392.4473206
43.5567982888     93.8916632828     2429.94576751
43.563377095     93.883223732     2434.21970266
43.569954776     93.8747832236     2482.89399203
43.4387328457     94.0258139989     2157.38772787
43.4453216271     94.0174051412     2114.3208708
43.4519109635     94.0089941416     2216.03497788
43.4584990905     94.0005815888     2260.75242915
43.4650858575     93.992167184     2188.7839011
43.4716725446     93.98375099     2206.5066375
43.4782584263     93.975332855     2182.96442665
43.4848437769     93.9669129336     2179.69189317
43.4914285434     93.9584913529     2204.06652513
43.498012623     93.9500677987     2201.9791514
43.5045960591     93.9416426543     2226.95802967
43.5111787797     93.9332159545     2272.15545063
43.5177608451     93.9247872584     2293.39611085
43.5243422393     93.9163567793     2314.28043911
43.5309231489     93.9079239634     2296.53932156
43.5375032278     93.8994899028     2319.35321698
43.5440826222     93.891054086     2343.36467266
43.5506613177     93.882616542     2369.93765612
43.557239329     93.87417723     2396.5218951
43.4391943124     94.0083628829     2178.38541126
43.4457823799     93.9999519785     2204.62300434
43.4523700563     93.991539369     2269.76354119
43.4589567213     93.9831250026     2296.28454021
43.4655428129     93.9747089587     2343.02177791
43.4721278987     93.9662908714     2325.55794773
43.4787125455     93.9578712105     2353.83878259
43.4852962618     93.94944896     2276.60098283
43.4918796196     93.9410254716     2285.68280058
43.4984623341     93.9326003456     2310.87148049
43.5050443391     93.9241738878     2372.64759052
43.5116256851     93.9157450559     2381.03108535
43.5182060813     93.9073159561     2495.84132393
43.5247861427     93.898883161     2473.94140406
43.5313654399     93.8904491016     2488.73528574
43.5379441549     93.882013004     2490.49615091
43.5445216076     93.8735768591     2582.43842829
43.4396532169     93.9909116336     2210.66437069
43.446239925     93.9824988737     2232.36052634
43.4594115319     93.9656682224     2308.58165677
43.4659966065     93.9572507211     2408.76891942
43.4725806942     93.9488313738     2473.78931351
43.4857463564     93.9319866367     2503.49168235
43.4923281918     93.9235615137     2512.72894492
43.4989093686     93.9151337646     2460.3328326
43.5120696852     93.898276356     2607.02342689
43.5186488171     93.88984434     2631.00421781
43.5252271553     93.8814110923     2684.07970469
43.4990191873     94.0331994757     2169.18101185
43.5056087411     94.0247827146     2232.15039605
43.5121976684     94.0163644639     2226.78347098
43.5187858448     94.0079443109     2267.08459932
43.5253733192     93.9995224318     2305.18508074
43.4926610561     94.0328812913     2112.69959825
43.4959559984     94.0286733804     2172.45130531
43.4992507171     94.0244652486     2190.97662466
43.5025452728     94.0202567866     2177.03799066
43.5058396512     94.0160477531     2201.15971397
43.5091339066     94.0118383694     2184.3851517
43.5124279206     94.0076284436     2219.76288138
43.5157218348     94.0034181267     2217.24038597
43.5190155784     93.9992073492     2220.20122784
43.5223090576     93.9949961408     2252.97800449
43.5256024018     93.9907844974     2271.86101197
43.4928925883     94.0241478944     2136.8398282
43.4994815746     94.0157311204     2169.86735191
43.5060699152     94.0073126631     2150.43479005
43.5126575403     93.9988923348     2195.51918206
43.5192444846     93.9904702737     2227.39355045
43.4865343173     94.0238306477     2070.36856069
43.4898289684     94.0196228057     2104.45720698
43.4931234408     94.0154145213     2150.93524621
43.4964176923     94.0112058904     2169.12041015
43.4997117677     94.0069968385     2175.80434996
43.5030056971     94.0027873544     2144.55075968
43.5062994803     93.9985773762     2135.26838324
43.5095930081     93.9943669913     2197.78422337
43.5128864524     93.9901561256     2192.00677946
43.5161797155     93.9859448205     2198.18947941
43.5194727429     93.9817331331     2228.01319264
43.486765182     94.015098077     2093.93107231
43.4933535691     94.0066811766     2111.41539375
43.4999412925     93.9982624896     2118.65163027
43.5065283584     93.9898420141     2140.50986225
43.5131147555     93.9814197587     2160.30785559
43.480406984     94.0147815562     2096.33614083
43.4837012575     94.0105737568     2104.02639851
43.4869953763     94.0063655053     2116.73245621
43.4902893103     94.0021568164     2119.69274526
43.4935830853     93.9979476744     2123.61267642
43.4968767008     93.9937380828     2130.49629778
43.500170152     93.9895280567     2145.8946713
43.5034634355     93.9853175713     2151.83599127
43.5067565284     93.9811067126     2183.7235118
43.5100494959     93.9768952901     2174.71025123
43.5133422955     93.9726834392     2175.40968588
43.4806371277     94.0060499189     2102.8443989
43.4872248706     93.9976329239     2123.91930549
43.4938119345     93.9892141411     2136.82908772
43.5003983429     93.9807936066     2164.62307307
43.5069840848     93.9723712401     2175.30587892
43.4742788743     94.0057343904     2096.6990481
43.4775728046     94.0015265373     2098.44273985
43.4808666206     93.9973182356     2114.949174
43.4841602416     93.9931094892     2123.0231238
43.4874536953     93.9889002943     2130.04790892
43.4907469913     93.984690662     2141.57336113
43.4940401204     93.9804805938     2155.23579008
43.4973330776     93.9762700783     2166.85278362
43.5006258672     93.9720590548     2163.46480773
43.5039184933     93.9678476512     2176.42380761
43.5072109574     93.963635764     2181.89277854
43.474508328     93.9970036104     2101.87096908
43.4810954305     93.9885865102     2121.93634848
43.4876818591     93.9801676262     2139.64081947
43.4942676129     93.9717469084     2145.94022897
43.500852722     93.963324536     2180.06979879
43.4681501767     93.9966890681     2123.91546683
43.4714438567     93.9924811933     2146.05070065
43.4747372354     93.9882728344     2137.53828894
43.4780304202     93.9840639742     2115.81127002
43.4813235788     93.9798547444     2130.97572308
43.4846165342     93.975645029     2133.49518163
43.487909358     93.9714349252     2150.73830513
43.4912019857     93.9672243079     2152.63680062
43.4944944569     93.9630132523     2157.4575369
43.4977867687     93.9588017938     2169.81402333
43.5010789103     93.9545899115     2184.68081025
43.4683791231     93.9879592486     2165.21588327
43.4749655171     93.9795421257     2184.36103764
43.4815512132     93.971123177     2193.04365754
43.4881362209     93.9627022885     2178.93951037
43.4947206517     93.9542797236     2191.5873231
43.4965326993     94.006838973     2168.92548059
43.4981796732     94.0047343925     2159.00259615
43.4998266128     94.0026296949     2139.84913665
43.5014735283     94.0005248721     2097.92633746
43.5031203864     93.9984199275     2137.52478499
43.5047672101     93.9963148749     2143.17626203
43.5064139862     93.9942097165     2154.33876241
43.4950005585     94.0045766763     2111.00153016
43.4982944202     94.0003673315     2110.44153407
43.5015881211     93.9961575393     2127.88011919
43.5048816461     93.9919473138     2146.5783267
43.4934684201     94.0023144263     2126.67022323
43.4951153232     94.0002098081     2123.73579915
43.4967621925     93.9981050759     2128.68437281
43.4984090211     93.9960002352     2137.81924909
43.5000558059     93.9938952745     2134.78061413
43.5017025508     93.9917902078     2139.94254601
43.5033492519     93.9896850361     2148.80115755
43.4919362185     94.0000523019     2122.08883032
43.4952299131     93.9958429343     2126.42584896
43.4985234494     93.991633132     2143.99175681
43.5018168122     93.987422884     2155.84214658
43.4904039801     93.9977902912     2124.57148617
43.4920508189     93.9956856639     2136.82800155
43.4936975923     93.9935809104     2129.14974334
43.495344341     93.9914760565     2135.79612598
43.4969910453     93.9893710866     2138.87140783
43.4986377115     93.987266029     2154.33948511
43.5002843309     93.9851608397     2157.95654646
43.488871705     93.9955283994     2131.16423613
43.4921652336     93.9913190093     2136.66579408
43.495458603     93.9871091783     2146.7877181
43.4987518048     93.9828989016     2156.40439486
43.4873393582     93.9932666109     2122.87165272
43.4889861037     93.9911619616     2125.16393167
43.4906328332     93.9890572277     2144.05282493
43.4922794778     93.9869523316     2133.35323091
43.4939261149     93.9848473791     2150.13551852
43.4955726903     93.9827422697     2147.06613498
43.4972192335     93.9806370815     2156.43006976
